rna_name	chr	strand	start_pos	end_pos	gene_name
NM_005159	chr15	-	35082430	35087750	ACTC1
NM_014691	chr15	-	35143982	35261943	AQR
NM_014106	chr15	-	35270541	35280488	ZNF770
NM_001355281	chr15	-	35375610	35377609	NANOGP8
NR_003144	chr15	+	35529526	35530264	ANP32AP1
NM_080650	chr15	-	35663080	35838366	DPH6
NM_001141972	chr15	-	35811192	35838366	DPH6
NR_038251	chr15	+	35838395	36151202	DPH6-DT
NM_001290233	chr15	+	36871826	37039442	C15orf41
NM_001321756	chr15	+	36871826	37102441	C15orf41
NM_001290232	chr15	+	36887077	37102441	C15orf41
NR_027320	chr15	-	37091300	37110707	CSNK1A1P1
NR_024264	chr15	-	37156643	37178734	LOC145845
NM_001220482	chr15	-	37181405	37393512	MEIS2
NM_170677	chr15	-	37181405	37392750	MEIS2
NM_172315	chr15	-	37181405	37390897	MEIS2
NM_002399	chr15	-	37183221	37393500	MEIS2
NM_172316	chr15	-	37183221	37391597	MEIS2
NM_001330255	chr15	+	38226807	38259925	TMCO5A
NM_152453	chr15	+	38226807	38243623	TMCO5A
NM_001370737	chr15	+	38226840	38287237	TMCO5A
NR_163584	chr15	+	38226840	38243623	TMCO5A
NM_001370736	chr15	+	38226842	38243620	TMCO5A
NR_120330	chr15	+	38332593	38354541	LINC02345
NR_147201	chr15	-	38361012	38365191	LINC01852
NR_147200	chr15	-	38363823	38365191	LINC01852
NR_147199	chr15	-	38364218	38365191	LINC01852
NM_152594	chr15	+	38545036	38649450	SPRED1
NM_173611	chr15	+	38746327	38779911	FAM98B
NM_001128602	chr15	-	38780303	38857015	RASGRP1
NR_160786	chr15	+	38988798	38992239	LINC02694
NR_144507	chr15	+	39542869	39547043	C15orf54
NM_003246	chr15	+	39873279	39891667	THBS1
NM_001324338	chr15	-	39892231	40075042	FSIP1
NR_135665	chr15	+	40075106	40077817	LOC105370941
NM_001271855	chr15	-	40091208	40121477	GPR176
NM_007223	chr15	-	40091208	40212467	GPR176
NM_001013703	chr15	+	40226315	40327792	EIF2AK4
NM_001309434	chr15	-	40327890	40331403	SRP14
NM_003134	chr15	-	40327890	40331382	SRP14
NR_040059	chr15	+	40331511	40359710	SRP14-AS1
NR_040061	chr15	+	40331511	40349201	SRP14-AS1
NM_001003940	chr15	-	40380090	40401080	BMF
NM_001003942	chr15	-	40380090	40398287	BMF
NM_033503	chr15	-	40380090	40398829	BMF
NM_001211	chr15	+	40453209	40513337	BUB1B
NM_001128628	chr15	+	40509628	40569688	BUB1B-PAK6
NM_001276718	chr15	+	40531263	40569688	PAK6
NM_020168	chr15	+	40531997	40569688	PAK6
NM_001039905	chr15	-	40542865	40545110	C15orf56
NM_001276717	chr15	+	40545378	40569688	PAK6
NM_001190479	chr15	-	40570572	40574787	ANKRD63
NM_001284297	chr15	-	40580109	40600136	PLCB2
NM_001284299	chr15	-	40592867	40600136	PLCB2
NM_001301268	chr15	+	40615892	40618916	INAFM2
NM_207380	chr15	-	40623652	40633168	CCDC9B
NM_001145643	chr15	+	40643233	40648634	PHGR1
NM_033510	chr15	+	40650419	40670820	DISP2
NM_033286	chr15	+	40674921	40686489	KNSTRN
NM_001159508	chr15	+	40697995	40713507	IVD
NM_001354600	chr15	+	40697995	40728146	IVD
NM_001301132	chr15	+	40731955	40760435	BAHD1
NM_014952	chr15	+	40733151	40760435	BAHD1
NM_130468	chr15	+	40763159	40765357	CHST14
NM_001289132	chr15	-	40823539	40857256	CCDC32
NR_002208	chr15	-	40824082	40824749	MRPL42P5
NM_052849	chr15	-	40845111	40857241	CCDC32
NM_001286407	chr15	+	40861491	40866893	RPUSD2
NM_152260	chr15	+	40861497	40867148	RPUSD2
NM_144508	chr15	+	40886446	40956539	KNL1
NR_040058	chr15	-	40985950	40987303	RAD51-AS1
NM_001164270	chr15	+	40987371	41024538	RAD51
NM_001323897	chr15	-	41028081	41047534	RMDN3
NM_018145	chr15	-	41028084	41047452	RMDN3
NM_005258	chr15	+	41056265	41059906	GCHFR
NM_018163	chr15	-	41057359	41099671	DNAJC17
NM_001130448	chr15	+	41062177	41064647	C15orf62
NM_032850	chr15	+	41099286	41107282	ZFYVE19
NM_001130143	chr15	-	41107648	41120906	PPP1R14D
NR_146466	chr15	-	41128190	41136722	SPINT1-AS1
NR_146467	chr15	-	41130613	41136722	SPINT1-AS1
NM_181642	chr15	+	41136245	41150405	SPINT1
NM_001032367	chr15	+	41136674	41150405	SPINT1
NM_133639	chr15	-	41164411	41166432	RHOV
NM_020857	chr15	+	41186647	41196173	VPS18
NR_135836	chr15	+	41199006	41201549	LOC105370943
NM_019074	chr15	+	41221537	41231271	DLL4
NM_001142776	chr15	+	41245668	41248710	CHAC1
NM_017553	chr15	-	41271078	41408478	INO80
NR_104038	chr15	-	41271078	41408444	INO80
NM_152596	chr15	-	41474930	41522955	EXD1
NM_007236	chr15	+	41523465	41574083	CHP1
NR_026757	chr15	+	41576187	41598731	OIP5-AS1
NR_152820	chr15	+	41577539	41598731	OIP5-AS1
NR_152821	chr15	+	41577539	41605536	OIP5-AS1
NM_001317860	chr15	-	41601465	41624819	OIP5
NM_007280	chr15	-	41601470	41624789	OIP5
NM_001301136	chr15	+	41625078	41673244	NUSAP1
NR_045620	chr15	-	41679550	41694694	NDUFAF1
NM_015138	chr15	+	41709301	41775761	RTF1
NM_002220	chr15	+	41786071	41795749	ITPKA
NM_001135685	chr15	-	41795834	41806025	LTK
NM_015540	chr15	-	41809374	41836455	RPAP1
NM_006293	chr15	+	41851409	41875787	TYRO3
NM_001330264	chr15	+	41852169	41871536	TYRO3
NM_001164273	chr15	+	41952609	42062141	MGA
NM_001128608	chr15	+	42066681	42120053	MAPKBP1
NM_001198588	chr15	+	42120282	42140346	JMJD7-PLA2G4B
NM_001114632	chr15	+	42120289	42129779	JMJD7
NM_001114633	chr15	+	42131010	42140346	PLA2G4B
NM_016642	chr15	-	42140343	42186251	SPTBN5
NR_135681	chr15	+	42184974	42191013	LOC105370792
NM_139265	chr15	-	42188130	42264755	EHD4
NR_120332	chr15	+	42213614	42221484	EHD4-AS1
NR_120334	chr15	+	42264960	42291292	PLA2G4E-AS1
NM_001206670	chr15	-	42273779	42342901	PLA2G4E
NM_178034	chr15	-	42359206	42386760	PLA2G4D
NR_033151	chr15	-	42431231	42448834	PLA2G4F
NM_015289	chr15	-	42450908	42500502	VPS39
NM_015497	chr15	-	42502644	42565631	TMEM87A
NM_001286487	chr15	-	42502649	42565782	TMEM87A
NM_001110503	chr15	-	42549094	42565782	TMEM87A
NM_001301409	chr15	+	42565855	42607031	GANC
NM_001301410	chr15	+	42566365	42576622	GANC
NM_198141	chr15	+	42566365	42645864	GANC
NM_024344	chr15	+	42651697	42704515	CAPN3
NM_000070	chr15	+	42651698	42704515	CAPN3
NM_173088	chr15	+	42694587	42704515	CAPN3
NM_173089	chr15	+	42696976	42704515	CAPN3
NM_001366844	chr15	-	42704634	42783339	ZNF106
NM_022473	chr15	-	42704634	42749765	ZNF106
NM_130798	chr15	+	42787503	42825259	SNAP23
NM_003825	chr15	+	42787831	42825256	SNAP23
NM_153260	chr15	-	42830026	42840991	LRRC57
NM_001323629	chr15	+	42841010	42853884	HAUS2
NM_018097	chr15	+	42841035	42862190	HAUS2
NM_020759	chr15	+	42867803	43013196	STARD9
NM_138477	chr15	-	43015741	43029326	CDAN1
NM_173500	chr15	-	43030927	43212976	TTBK2
NM_174916	chr15	-	43235097	43398236	UBR1
NM_001347004	chr15	+	43425312	43477341	TMEM62
NM_001347005	chr15	+	43425721	43477341	TMEM62
NM_024956	chr15	+	43425783	43477341	TMEM62
NR_045998	chr15	+	43477600	43489375	CCNDBP1
NM_000119	chr15	-	43489425	43513216	EPB42
NM_001114134	chr15	-	43489425	43513323	EPB42
NM_004245	chr15	-	43524787	43559126	TGM5
NM_052955	chr15	-	43568468	43594453	TGM7
NM_014793	chr15	-	43615846	43622771	LCMT2
NM_001324364	chr15	+	43622548	43641615	ADAL
NM_001012969	chr15	+	43622869	43641613	ADAL
NM_001324366	chr15	+	43622869	43646767	ADAL
NM_152455	chr15	-	43650369	43662258	ZSCAN29
NM_001372080	chr15	-	43650373	43663241	ZSCAN29
NM_014444	chr15	+	43663298	43701969	TUBGCP4
NM_001141980	chr15	-	43695258	43785354	TP53BP1
NM_005657	chr15	-	43695258	43802838	TP53BP1
NM_002373	chr15	+	43809805	43823809	MAP1A
NM_001354386	chr15	-	43825659	43882141	PPIP5K1
NM_001354391	chr15	-	43825659	43882451	PPIP5K1
NM_014659	chr15	-	43825659	43877090	PPIP5K1
NM_020990	chr15	+	43885054	43891604	CKMT1B
NR_135748	chr15	+	43886031	43891604	CKMT1B
NM_153700	chr15	-	43891760	43910998	STRC
NM_001282309	chr15	-	43920700	43941042	CATSPER2
NM_001282310	chr15	-	43922759	43941082	CATSPER2
NR_110319	chr15	-	43922759	43940261	CATSPER2
NR_146339	chr15	-	43922759	43982229	PPIP5K1P1-CATSPER2
NM_001015001	chr15	+	43984983	43991420	CKMT1A
NM_001321928	chr15	+	43985630	43991420	CKMT1A
NR_135856	chr15	+	43985888	43991420	CKMT1A
NM_001321929	chr15	+	43986137	43991420	CKMT1A
NR_146078	chr15	-	43991615	44010458	STRCP1
NR_002318	chr15	-	44028145	44038496	CATSPER2P1
NM_005313	chr15	+	44038635	44065476	PDIA3
NM_025165	chr15	-	44064819	44069164	ELL3
NM_001199877	chr15	+	44069283	44088277	SERF2
NR_037672	chr15	+	44084173	44088287	SERF2
NR_037673	chr15	+	44084173	44094769	SERF2-C15ORF63
NM_001199878	chr15	+	44084517	44088277	SERF2
NM_001258032	chr15	-	44086371	44092295	SERINC4
NM_001199885	chr15	+	44092618	44094769	HYPK
NM_016400	chr15	+	44092796	44096624	HYPK
NM_005926	chr15	-	44096689	44116888	MFAP1
NM_024908	chr15	+	44119199	44160610	WDR76
NM_001286490	chr15	-	44162961	44486644	FRMD5
NM_001286491	chr15	-	44162961	44487469	FRMD5
NR_003571	chr15	-	44168023	44170369	PIN4P1
NM_138423	chr15	+	44580916	44707956	CASC4
NM_016396	chr15	+	44719826	44821236	CTDSPL2
NR_034170	chr15	-	44826702	44829121	EIF3J-DT
NR_034171	chr15	-	44826702	44829098	EIF3J-DT
NM_001284335	chr15	+	44829265	44855001	EIF3J
NM_003758	chr15	+	44829344	44855001	EIF3J
NM_001160227	chr15	-	44854893	44955860	SPG11
NM_001330283	chr15	-	44957929	44969086	PATL2
NM_004048	chr15	+	45003714	45011075	B2M
NR_125376	chr15	+	45021185	45025049	LOC100419583
NM_001301146	chr15	+	45028725	45060025	TRIM69
NR_146393	chr15	-	45117944	45174817	SORD2P
NR_146394	chr15	-	45117944	45176892	SORD2P
NM_152448	chr15	+	45248884	45271426	TERB2
NM_003104	chr15	+	45315392	45369383	SORD
NM_001363711	chr15	-	45384847	45406370	DUOX2
NM_014080	chr15	-	45384851	45406359	DUOX2
NM_207581	chr15	+	45406523	45410619	DUOXA2
NM_001276264	chr15	-	45409563	45422077	DUOXA1
NM_001276265	chr15	-	45409563	45415241	DUOXA1
NM_001276266	chr15	-	45411270	45415241	DUOXA1
NM_175940	chr15	+	45422191	45457772	DUOX1
NM_001301169	chr15	-	45459411	45480164	SHF
NM_001301171	chr15	-	45459411	45473405	SHF
NM_138356	chr15	-	45459411	45493314	SHF
NR_120335	chr15	-	45543778	45571420	LOC101928414
NM_004212	chr15	+	45544431	45570044	SLC28A2
NM_001321015	chr15	-	45653321	45694425	GATM
NM_001482	chr15	-	45653321	45670742	GATM
NM_001323640	chr15	+	45694518	45708103	SPATA5L1
NR_027635	chr15	+	45694533	45713613	SPATA5L1
NM_197955	chr15	+	45722726	45725647	C15orf48
NM_013309	chr15	-	45771803	45814953	SLC30A4
NM_001321036	chr15	-	45794245	45814953	SLC30A4
NR_022014	chr15	+	45803333	45848928	HMGN2P46
NR_145777	chr15	+	45829448	45829577	SNORA41B
NM_012388	chr15	+	45879320	45901914	BLOC1S6
NR_132350	chr15	+	45879757	45901914	BLOC1S6
NR_132356	chr15	+	45879969	45901914	BLOC1S6
NM_001271213	chr15	+	45923345	45983492	SQOR
NM_021199	chr15	+	45927226	45983479	SQOR
NR_135680	chr15	+	45997392	46223267	LOC105370802
NM_001198999	chr15	+	47476285	48066418	SEMA6D
NM_001358352	chr15	+	48009701	48066418	SEMA6D
NM_024966	chr15	+	48010288	48057679	SEMA6D
NM_153618	chr15	+	48010288	48066418	SEMA6D
NM_153619	chr15	+	48010685	48066420	SEMA6D
NR_120336	chr15	-	48095580	48138433	LINC01491
NM_205850	chr15	+	48413186	48434868	SLC24A5
NM_001301210	chr15	-	48426828	48470492	MYEF2
NR_125408	chr15	-	48444503	48470492	MYEF2
NM_001370415	chr15	+	48470634	48495953	CTXN2
NM_001145668	chr15	+	48483861	48495953	CTXN2
NM_001370416	chr15	+	48484234	48495953	CTXN2
NM_001184832	chr15	+	48498498	48596275	SLC12A1
NM_001330286	chr15	+	48623291	48635570	DUT
NM_001025249	chr15	+	48623620	48635570	DUT
NM_001025248	chr15	+	48623625	48635570	DUT
NM_001948	chr15	+	48624393	48635570	DUT
NM_000138	chr15	-	48700502	48937985	FBN1
NM_001194998	chr15	-	49030134	49103266	CEP152
NM_203349	chr15	-	49115937	49256116	SHC4
NM_014335	chr15	+	49170330	49172370	EID1
NM_001193489	chr15	-	49280835	49338643	SECISBP2L
NM_001143887	chr15	-	49414923	49447796	COPS2
NM_001352048	chr15	+	49447955	49622002	GALK2
NM_001001556	chr15	+	49447970	49624078	GALK2
NR_036507	chr15	+	49448494	49450822	NDUFAF4P1
NM_001289031	chr15	+	49462212	49622002	GALK2
NR_147895	chr15	+	49462443	49624078	GALK2
NM_152647	chr15	-	49619166	49913015	FAM227B
NM_001330293	chr15	-	49714596	49913015	FAM227B
NM_002009	chr15	+	49715438	49780971	FGF7
NM_001144955	chr15	+	49913244	49948427	DTWD1
NR_073597	chr15	-	50150434	50411430	ATP8B4
NR_073598	chr15	-	50150434	50405576	ATP8B4
NM_001159629	chr15	+	50474392	50528589	SLC27A2
NM_003645	chr15	+	50474392	50528582	SLC27A2
NM_001306146	chr15	-	50534145	50557923	HDC
NM_001320910	chr15	-	50567585	50647395	GABPB1
NM_181427	chr15	-	50578076	50647605	GABPB1
NR_026891	chr15	-	50641134	50647076	GABPB1-IT1
NR_024490	chr15	+	50646370	50650503	GABPB1-AS1
NM_001283049	chr15	+	50716601	50806618	USP8
NM_203494	chr15	-	50792758	50838863	USP50
NM_017672	chr15	-	50849355	50978994	TRPM7
NM_032802	chr15	-	50994464	51057903	SPPL2A
NM_007347	chr15	+	51200879	51298092	AP4E1
NR_027642	chr15	+	51236325	51238762	DCAF13P3
NM_001311175	chr15	-	51348798	51387103	TNFAIP8L3
NM_207381	chr15	-	51348798	51397473	TNFAIP8L3
NM_001347248	chr15	-	51500253	51616121	CYP19A1
NM_001347249	chr15	-	51500253	51610694	CYP19A1
NM_001347250	chr15	-	51500253	51580535	CYP19A1
NM_001347251	chr15	-	51500253	51574459	CYP19A1
NM_001347252	chr15	-	51500253	51570339	CYP19A1
NM_001347253	chr15	-	51500253	51547986	CYP19A1
NM_001347254	chr15	-	51500253	51536112	CYP19A1
NM_001347255	chr15	-	51500253	51535442	CYP19A1
NM_001347256	chr15	-	51500253	51535226	CYP19A1
NM_031226	chr15	-	51500253	51630793	CYP19A1
NM_181789	chr15	+	51633851	51700197	GLDN
NM_001330297	chr15	+	51669442	51700197	GLDN
NM_015263	chr15	-	51739918	51914968	DMXL2
NM_001165257	chr15	+	51973549	52013223	SCG3
NM_013243	chr15	+	51973699	52013223	SCG3
NM_153374	chr15	-	52015207	52029852	LYSMD2
NM_001143917	chr15	-	52015260	52043650	LYSMD2
NM_001363969	chr15	-	52015260	52029259	LYSMD2
NM_001142885	chr15	+	52043793	52108558	TMOD2
NM_014547	chr15	+	52121849	52207921	TMOD3
NR_109775	chr15	-	52211159	52216317	LOC100422556
NM_001286430	chr15	-	52230221	52263998	LEO1
NM_138792	chr15	-	52230221	52263975	LEO1
NR_156732	chr15	-	52303195	52311292	MAPK6-DT
NM_002748	chr15	+	52311415	52359572	MAPK6
NM_001306168	chr15	-	52401465	52404972	BCL2L10
NM_006578	chr15	-	52407296	52472122	GNB5
NM_016194	chr15	-	52407296	52483589	GNB5
NR_102751	chr15	+	52472222	52498076	CERNA1
NM_018728	chr15	-	52484519	52588001	MYO5C
NM_000259	chr15	-	52599480	52821247	MYO5A
NM_001142495	chr15	-	52599480	52821077	MYO5A
NM_001306191	chr15	-	52839241	52861643	ARPP19
NM_001306195	chr15	-	52839241	52861418	ARPP19
NM_001306196	chr15	-	52839241	52861227	ARPP19
NM_001330309	chr15	-	52839241	52861029	ARPP19
NM_001286495	chr15	-	52873517	52944237	FAM214A
NR_104457	chr15	-	52873517	52970831	FAM214A
NM_004498	chr15	-	53047250	53082533	ONECUT1
NR_073510	chr15	-	53047250	53073081	ONECUT1
NR_147181	chr15	+	53408561	53421895	LINC02490
NM_001277176	chr15	-	53805937	53833300	WDR72
NM_182758	chr15	-	53805937	54051860	WDR72
NR_102334	chr15	-	53805937	54055075	WDR72
NR_102336	chr15	-	53805937	53833049	WDR72
NM_001329919	chr15	+	54270637	54925637	UNC13C
NM_001080534	chr15	+	54304844	54920806	UNC13C
NR_135679	chr15	+	55348944	55384371	LOC105370829
NM_016304	chr15	-	55473003	55489139	RSL24D1
NM_004580	chr15	-	55495164	55562597	RAB27A
NM_183234	chr15	-	55495164	55562484	RAB27A
NM_183235	chr15	-	55495164	55582011	RAB27A
NM_183236	chr15	-	55495164	55563120	RAB27A
NM_001308421	chr15	-	55609381	55611321	PIGBOS1
NM_004855	chr15	+	55611419	55647846	PIGB
NM_001204450	chr15	-	55647420	55700708	CCPG1
NM_020739	chr15	-	55647420	55700557	CCPG1
NR_037923	chr15	-	55647420	55790782	DNAAF4-CCPG1
NM_001198784	chr15	+	55700692	55710994	C15orf65
NM_001033560	chr15	-	55709953	55800432	DNAAF4
NM_130810	chr15	-	55722505	55800432	DNAAF4
NM_001330326	chr15	-	55831084	55880543	PYGO1
NM_015617	chr15	-	55831084	55881169	PYGO1
NM_173814	chr15	-	55903741	56035350	PRTG
NM_001284338	chr15	-	56119116	56209329	NEDD4
NM_001329212	chr15	-	56119121	56285810	NEDD4
NM_001368074	chr15	-	56379477	56482130	RFX7
NM_001370561	chr15	-	56379477	56537280	RFX7
NM_022841	chr15	-	56379477	56536077	RFX7
NM_001286449	chr15	+	56657621	56738195	TEX9
NM_018365	chr15	-	56720922	56757335	MNS1
NM_017661	chr15	-	56922373	57026284	ZNF280D
NM_001002844	chr15	-	56989952	57026284	ZNF280D
NR_015419	chr15	-	57178367	57210697	LOC145783
NM_001322151	chr15	+	57210287	57580714	TCF12
NM_001322152	chr15	+	57210841	57582051	TCF12
NM_001322157	chr15	+	57210841	57583459	TCF12
NM_001322162	chr15	+	57211284	57582051	TCF12
NM_001322164	chr15	+	57211642	57582051	TCF12
NM_001306219	chr15	+	57511627	57582051	TCF12
NR_145748	chr15	-	57570764	57570855	SNORD13D
NR_024433	chr15	+	57592562	57599967	LINC00926
NR_120337	chr15	+	57611335	57617237	LINC01413
NM_032866	chr15	+	57668702	57842915	CGNL1
NM_001018090	chr15	+	57884101	58009755	GCOM1
NM_152451	chr15	+	57884101	57977562	MYZAP
NM_001018102	chr15	+	57998718	58009755	POLR2M
NM_015532	chr15	+	57998911	58009755	POLR2M
NM_001206897	chr15	-	58245621	58358121	ALDH1A2
NM_003888	chr15	-	58245626	58357909	ALDH1A2
NM_170697	chr15	-	58245626	58306221	ALDH1A2
NR_147215	chr15	+	58357422	58364903	LOC283665
NM_001320636	chr15	+	58430367	58478110	AQP9
NM_001320635	chr15	+	58430579	58478110	AQP9
NM_000236	chr15	+	58724189	58862043	LIPC
NR_120338	chr15	-	58727099	58790934	LIPC-AS1
NM_001110	chr15	-	58881007	59041906	ADAM10
NR_073415	chr15	-	58982671	58985806	HSP90AB4P
NR_135474	chr15	-	59060270	59063173	LOC101928725
NM_001040453	chr15	+	59063500	59154098	MINDY2
NM_001013843	chr15	-	59171248	59225878	SLTM
NM_001270528	chr15	+	59279861	59389618	RNF111
NM_001270530	chr15	+	59280344	59389618	RNF111
NM_004701	chr15	+	59397344	59417244	CCNB2
NM_004998	chr15	-	59424632	59665070	MYO1E
NM_033195	chr15	+	59499041	59500785	LDHAL6B
NM_152450	chr15	+	59730384	59815753	FAM81A
NM_004751	chr15	+	59903981	59914922	GCNT3
NM_001320929	chr15	-	59930260	59949504	GTF2A2
NM_001320930	chr15	-	59930260	59949714	GTF2A2
NM_001320675	chr15	-	59951344	59981125	BNIP2
NM_001368057	chr15	-	59951344	59981519	BNIP2
NM_012182	chr15	+	60296509	60299642	FOXB1
NM_001136015	chr15	-	60639349	60690185	ANXA2
NM_024611	chr15	-	60711807	60771341	ICE2
NM_001276385	chr15	-	60743293	60771341	ICE2
NR_120339	chr15	+	60771376	60823166	RORA-AS1
NR_120340	chr15	+	60771376	60821926	RORA-AS1
NR_120341	chr15	+	60771376	60922838	RORA-AS1
NM_134260	chr15	-	60780482	60919729	RORA
NM_134261	chr15	-	60780482	61521501	RORA
NM_134262	chr15	-	60780482	60884725	RORA
NR_120318	chr15	+	60973767	60979448	RORA-AS2
NR_146448	chr15	+	62022116	62023588	LINC02349
NM_017684	chr15	-	62144589	62352646	VPS13C
NM_018080	chr15	-	62156504	62352664	VPS13C
NR_135690	chr15	+	62352701	62354633	LOC101928907
NM_207322	chr15	+	62359175	62363116	C2CD4A
NM_001007595	chr15	-	62455733	62457484	C2CD4B
NR_148210	chr15	-	62488370	62495517	LOC107984784
NR_136885	chr15	-	62534727	62540994	GOLGA2P11
NR_026897	chr15	-	62929370	62937380	MGC15885
NM_015059	chr15	+	62939509	63136829	TLN2
NM_000366	chr15	+	63334945	63358377	TPM1
NM_001018020	chr15	+	63334945	63364113	TPM1
NR_147233	chr15	-	63338232	63341586	TPM1-AS
NM_001330351	chr15	+	63340687	63364113	TPM1
NM_001365781	chr15	+	63340687	63358377	TPM1
NM_032857	chr15	+	63414059	63434260	LACTB
NM_171846	chr15	+	63414059	63423666	LACTB
NM_015920	chr15	-	63440447	63449676	RPS27L
NM_016530	chr15	+	63481804	63559973	RAB8B
NM_001145646	chr15	+	63569748	63601325	APH1B
NM_031301	chr15	+	63569803	63601325	APH1B
NR_135511	chr15	-	63613576	63674045	CA12
NM_206925	chr15	-	63615729	63674309	CA12
NR_120375	chr15	+	63682428	63729735	LINC02568
NM_001256702	chr15	+	63796709	63886839	USP3
NR_046341	chr15	+	63796791	63886832	USP3
NR_034080	chr15	-	63879908	63893026	USP3-AS1
NM_001367808	chr15	+	63889585	63893440	FBXL22
NM_001367809	chr15	+	63889585	63895631	FBXL22
NM_003922	chr15	-	63900816	64126147	HERC1
NM_014326	chr15	-	64199234	64338684	DAPK2
NM_001363730	chr15	-	64208342	64338684	DAPK2
NR_120344	chr15	+	64220472	64228152	LOC101928988
NM_001289108	chr15	-	64364757	64386207	CIAO2A
NM_032231	chr15	-	64364763	64386037	CIAO2A
NM_001242933	chr15	+	64388180	64436428	SNX1
NR_073534	chr15	+	64443929	64449680	SNX22
NM_000942	chr15	-	64448013	64455354	PPIB
NM_001329605	chr15	-	64457723	64648372	CSNK1G1
NM_001029989	chr15	-	64656502	64673640	PCLAF
NR_109934	chr15	-	64657210	64679886	PCLAF
NM_001321924	chr15	+	64680034	64747502	TRIP4
NM_015042	chr15	+	64752776	64978266	ZNF609
NM_001301302	chr15	-	64979772	64995480	OAZ2
NM_194272	chr15	-	65032089	65067788	RBPMS2
NR_138363	chr15	-	65032089	65066942	RBPMS2
NR_138364	chr15	-	65032089	65053416	RBPMS2
NM_025049	chr15	-	65107830	65117846	PIF1
NM_001195059	chr15	+	65134081	65160201	PLEKHO2
NM_025201	chr15	+	65134113	65160201	PLEKHO2
NM_182703	chr15	+	65204100	65251033	ANKDD1A
NM_001127889	chr15	-	65255362	65281808	SPG21
NM_016630	chr15	-	65255362	65282252	SPG21
NM_139242	chr15	-	65293849	65321977	MTFMT
NM_178859	chr15	+	65337724	65345735	SLC51B
NM_001307930	chr15	-	65345674	65360329	RASL12
NM_001101362	chr15	+	65369153	65372276	KBTBD13
NM_001163692	chr15	-	65385341	65398697	UBAP1L
NM_005707	chr15	-	65409716	65426146	PDCD7
NR_133680	chr15	-	65440557	65477680	CLPX
NM_003613	chr15	-	65487097	65503811	CILP
NM_001316943	chr15	-	65550436	65579221	PARP16
NR_145768	chr15	-	65577798	65577929	SNORA24B
NR_002756	chr15	+	65588388	65588505	RNU5A-1
NR_002757	chr15	+	65597014	65597131	RNU5B-1
NM_004884	chr15	-	65619464	65670340	IGDCC3
NM_020962	chr15	-	65673822	65715285	IGDCC4
NR_135485	chr15	-	65734804	65810027	DPP8
NR_135486	chr15	-	65734804	65809612	DPP8
NM_016395	chr15	+	65822800	65870685	HACD3
NR_045104	chr15	-	65871115	65903469	INTS14
NM_001301033	chr15	+	65903687	65953340	SLC24A1
NM_004727	chr15	+	65914275	65948598	SLC24A1
NM_001301031	chr15	+	65916292	65948598	SLC24A1
NM_001254740	chr15	+	65935216	65948598	SLC24A1
NM_001144823	chr15	-	65951460	66084631	DENND4A
NR_145750	chr15	-	65989170	65989274	SNORD13E
NM_001206836	chr15	+	66161828	66184324	RAB11A
NM_032445	chr15	-	66187633	66546075	MEGF11
NM_001323936	chr15	+	66585646	66626236	DIS3L
NM_001323938	chr15	+	66585905	66626236	DIS3L
NM_001323948	chr15	+	66586152	66626236	DIS3L
NM_017858	chr15	-	66628528	66649023	TIPIN
NM_001289986	chr15	-	66629007	66649054	TIPIN
NR_004388	chr15	-	66639543	66639680	SCARNA14
NM_002755	chr15	+	66679210	66783882	MAP2K1
NR_138061	chr15	-	66782085	66790100	SNAPC5
NM_001329614	chr15	-	66785805	66790153	SNAPC5
NM_001329615	chr15	-	66785805	66790100	SNAPC5
NM_000968	chr15	-	66790352	66797193	RPL4
NR_002443	chr15	-	66793589	66793656	SNORD18C
NR_002442	chr15	-	66794359	66794429	SNORD18B
NR_002440	chr15	-	66795148	66795248	SNORD16
NR_002441	chr15	-	66795582	66795652	SNORD18A
NM_001287822	chr15	+	66797420	66841822	ZWILCH
NM_001287821	chr15	+	66797663	66842468	ZWILCH
NR_103739	chr15	-	66839516	66858336	LCTL
NM_207338	chr15	-	66839869	66858336	LCTL
NR_110372	chr15	+	66874527	66978136	LINC01169
NM_005585	chr15	+	66994573	67075187	SMAD6
NR_135687	chr15	-	67223874	67248853	LINC02206
NR_135686	chr15	-	67276544	67356520	LOC102723493
NM_005902	chr15	+	67357939	67487505	SMAD3
NM_001145102	chr15	+	67418053	67487533	SMAD3
NM_001145103	chr15	+	67430358	67487533	SMAD3
NM_001145104	chr15	+	67458492	67487533	SMAD3
NM_024666	chr15	-	67493004	67546999	AAGAB
NM_001271885	chr15	-	67493012	67547536	AAGAB
NM_001271886	chr15	-	67493012	67547074	AAGAB
NM_001322471	chr15	+	67547123	67794142	IQCH
NM_022784	chr15	+	67547123	67599561	IQCH
NM_001284349	chr15	+	67547137	67666504	IQCH
NR_040051	chr15	-	67695948	67814182	IQCH-AS1
NR_040054	chr15	-	67807259	67814182	IQCH-AS1
NR_040055	chr15	-	67807259	67813311	IQCH-AS1
NR_040056	chr15	-	67807259	67813400	IQCH-AS1
NM_001143936	chr15	+	67813468	67822483	C15orf61
NM_145160	chr15	+	67835040	68099452	MAP2K5
NM_001206804	chr15	+	67841431	68099452	MAP2K5
NM_001365915	chr15	+	68117846	68126920	SKOR1
NR_120345	chr15	-	68126645	68131217	LOC101929076
